Xkr4
Ptma
Pde6d
Cops7b
Nppc
Dis3l2
Gm29055
Ecel1
Eif4e2
Efhd1
Gigyf2
Kcnj13
Ngef
Atg16l1
Sag
Dgkd
Usp40
Dnajb3
Hjurp
Arl4c
Sh3bp4
Agap1
Cops8
Lrrfip1
Ramp1
Ube2f
Scly
Ilkap
Hes6
Traf3ip1
Asb1
Hdac4
Ndufa10
Cops9
Gpc1
Dusp28
Rnpepl1
9430060I03Rik
Capn10
Kif1a
Sned1
Mterf4
Gm28535
Pask
Ppp1r7
Hdlbp
Sept2
Farp2
Stk25
Bok
Thap4
Atg4b
Dtymk
Ing5
D2hgdh
Fam174a
St8sia4
D1Ertd622e
Ppip5k2
Gin1
Pam
B230216N24Rik
Cdh20
Rnf152
Pign
Relch
Gm7160
Zcchc2
Phlpp1
Bcl2
Kdsr
Vps4b
Cdh7
Dsel
9330185C12Rik
Cntnap5a
Tsn
Nifk
Clasp1
2900060B14Rik
Gli2
Ralb
Tmem185b
Epb41l5
Ptpn4
Tmem177
Sctr
Tmem37
Dbi
3110009E18Rik
Insig2
Ccdc93
Ddx18
Dpp10
Actr3
Slc35f5
Lypd1
Nckap5
Mgat5
Tmem163
2900009J06Rik
Ccnt2
Rab3gap1
Zranb3
R3hdm1
Ubxn4
Mcm6
Dars
Cxcr4
Thsd7b
Cd55
Gm16083
Pfkfb2
Yod1
Mapkapk2
Dyrk3
Eif2d
Srgap2
Gm29488
Fam72a
Slc41a1
Rab29
Nucks1
Slc45a3
Elk4
Mfsd4a
Lemd1
Klhdc8a
Nuak2
Tmcc2
Dstyk
6030442K20Rik
Rbbp5
Cntn2
Nfasc
Lrrn2
Mdm4
Pik3c2b
Ppp1r15b
Plekha6
Etnk2
Sox13
Snrpe
Zc3h11a
Atp2b4
Optc
Btg2
Ppfia4
Tmem183a
Cyb5r1
Adipor1
Klhl12
Rabif
Kdm5b
Syt2
Ppp1r12b
Ube2t
Arl8a
Rnpep
Timm17a
Shisa4
Ipo9
Nav1
Csrp1
Tnnt2
Tmem9
Kif21b
Inava
Camsap2
9230116N13Rik
Ddx59
Kif14
Zfp281
Gm4258
Gm26930
A430106G13Rik
Nek7
Lhx9
2310009B15Rik
Dennd1b
Crb1
Zbtb41
Aspm
Kcnt2
Cdc73
B3galt2
Glrx2
Ro60
Uchl5
Gm29170
Rgs2
Rgs13
A230059L01Rik
Pla2g4a
Pdc
Odr4
Tpr
Gm10138
Ivns1abp
Swt1
Trmt1l
Rnf2
Fam129a
Edem3
1700025G04Rik
Tsen15
Colgalt2
Rgl1
Arpc5
Smg7
Gm28791
Nmnat2
Lamc1
Dhx9
Npl
Rgs8
Rgs16
Rnasel
Teddm2
Glul
Cacna1e
Ier5
Stx6
BC034090
Xpr1
Gm5532
Acbd6
Lhx4
Qsox1
Cep350
Tor1aip1
Tor1aip2
Fam163a
Gm2000
Soat1
Abl2
Tor3a
Fam20b
Ralgps2
Rasal2
Cryzl2
Brinp2
Astn1
Pappa2
Cop1
Tnr
4930523C07Rik
Mrps14
Cacybp
Rabgap1l
Gm37529
Rc3h1
Zbtb37
Gas5
Dars2
Cenpl
Klhl20
Ankrd45
Prdx6
Suco
Pigc
Dnm3
Eef1aknmt
Vamp4
Prrc2c
Gorab
Kifap3
Scyl3
BC055324
Mettl18
Slc19a2
Ccdc181
Blzf1
Nme7
Atp1b1
Sft2d2
Tiprl
Gm38190
Gpr161
Dcaf6
Mpc2
Adcy10
Mpzl1
Creg1
Gm16565
Pou2f1
Ildr2
Tada1
Pogk
Gm16701
Fam78b
Uck2
Tmco1
Aldh9a1
Mgst3
Rxrg
Pbx1
Nuf2
Rgs4
Hsd17b7
3110045C21Rik
Uap1
Uhmk1
Gm7694
Nos1ap
Olfml2b
Atf6
Dusp12
Cfap126
Sdhc
Pcp4l1
Tomm40l
Apoa2
Ndufs2
Adamts4
B4galt3
Ppox
Usp21
Ufc1
Gm20045
Dedd
Nit1
Pfdn2
Klhdc9
Usf1
Tstd1
F11r
B930036N10Rik
Alyref2
Slamf1
Gm37065
Vangl2
Nhlh1
Ncstn
Copa
Pex19
Dcaf8
Pea15a
Igsf8
Kcnj9
Pigm
Igsf9
Tagln2
Cfap45
4933439K11Rik
Dusp23
Ackr1
Cadm3
Aim2
Fmn2
Grem2
Rgs7
Fh1
Opn3
Chml
Exo1
Pld5
Rbm8a2
Cep170
Sdccag8
Akt3
Gm26801
Zbtb18
Adss
Desi2
B230369F24Rik
Cox20
Hnrnpu
Efcab2
Kif26b
Smyd3
Tfb2m
Cnst
Sccpdh
Ahctf1
Cdc42bpa
Coq8a
Psen2
Itpkb
Parp1
Lin9
Acbd3
H3f3a
Sde2
Pycr2
Nvl
Cnih4
Wdr26
Lbr
Enah
Srp9
Degs1
Fbxo28
Trp53bp2
Capn2
Susd4
Disp1
Brox
Aida
Mia3
Taf1a
Dusp10
Marc2
Mark1
Rab3gap2
Iars2
Bpnt1
4930532G15Rik
Eprs
9630028B13Rik
Gm2061
Slc30a10
Lyplal1
Tgfb2
Rrp15
A430105J06Rik
Gpatch2
Esrrg
Kctd3
Kcnk2
Cenpf
Ptpn14
Smyd2
Prox1
Prox1os
Rps6kc1
Angel2
Vash2
Flvcr1
Tatdn3
Nsl1
Atf3
D730003I15Rik
Nenf
Pacc1
Ppp2r5a
Dtl
Ints7
Lpgat1
Nek2
Slc30a1
Gm26670
Rcor3
Gm10516
Kcnh1
Hhat
Sertad4
Syt14
Utp25
A130010J15Rik
G0s2
Camk1g
Plxna2
Cd46
Cr1l
Cr2
Fam171a1
Nmt2
Rpp38
Dclre1c
Suv39h2
Hspa14
Gm45902
Fam107b
Frmd4a
Gm36988
Prpf18
Bend7
Sephs1
Phyh
Mcm10
Optn
Camk1d
Cdc123
Nudt5
Sec61a2
Dhtkd1
Upf2
Echdc3
Usp6nl
Celf2
Gm10115
Taf3
Atp5c1
Kin
Itih5
Sfmbt2
Prkcq
Pfkfb3
Rbm17
Fbh1
Ankrd16
Mindy3
Pter
C1ql3
Rsu1
Gm13270
Trdmt1
Vim
Hacd1
Stamos
Stam
Cacnb2
Nsun6
Arl5b
Plxdc2
Nebl
A930004D18Rik
Skida1
Mllt10
Dnajc1
Commd3
Bmi1
Spag6
Pip4k2a
Msrb2
Gm13344
Ptf1a
1810010K12Rik
Otud1
Etl4
Arhgap21
Enkur
Thnsl1
Gpr158
Gad2
Pdss1
Abi1
Acbd5
Mastl
Yme1l1
Spopl
Hnmt
Cacna1b
Ehmt1
Arrdc1
Zmynd19
Dph7
Mrpl41
Pnpla7
Nsmf
Nrarp
Nelfb
Tubb4b
Rnf208
Ndor1
Tmem203
Tprn
Ssna1
Anapc2
Grin1
Man1b1
Dpp7
Sapcd2
Entpd2
Npdc1
Abca2
Paxx
C8g
Fbxw5
Traf2
Edf1
Phpt1
Rabl6
Tmem141
Bmyc
Camsap1
Ubac1
Nacc2
Tmem250-ps
Lhx3
Qsox2
Ccdc187
Gpsm1
Dnlz
Snapc4
Entr1
Pmpca
Inpp5e
Sec16a
0610009E02Rik
Notch1
Egfl7
Dipk1b
Surf6
Med22
Rpl7a
Surf1
Surf2
Surf4
Rexo4
Cacfd1
Slc2a6
Vav2
Brd3os
Brd3
Wdr5
Gm13421
Rxra
Col5a1
Olfm1
Ppp1r26
Mrps2
Ralgds
Gtf3c5
Tsc1
Spaca9
Ak8
Gtf3c4
Ddx31
Ttf1
Setx
Med27
Rapgef1
Trub2
Coq4
Slc27a4
Urm1
2600006K01Rik
Cercam
Odf2
Gle1
Sptan1
Wdr34
Set
Pkn3
Zdhhc12
Zer1
Tbc1d13
Endog
Spout1
Kyat1
1700084E18Rik
Lrrc8a
Dolk
Nup188
Sh3glb2
Miga2
Dolpp1
Crat
Ptpa
Ier5l
9330198N18Rik
Gm14488
Ntmt1
Asb6
Tor1b
Tor1a
BC005624
Usp20
Fnbp1
D330023K18Rik
Gpr107
Ncs1
Ass1
Fubp3
Exosc2
Abl1
Aif1l
Nup214
Plpp7
Prrc2b
Pomt1
Uck1
Swi5
Golga2
Dnm1
Ciz1
1110008P14Rik
Ptges2
Slc25a25
Naif1
Fam102a
Dpm2
Pip5kl1
St6galnac4
St6galnac6
Ak1
Fpgs
Cdk9
Sh2d3c
6330409D20Rik
Tor2a
Ptrh1
Stxbp1
Gm13524
Gm13523
Fam129b
Lrsam1
Rpl12
Slc2a8
Garnl3
Ralgps1
Angptl2
Zbtb34
Zbtb43
Mvb12b
Pbx3
Mapkap1
Gapvd1
Hspa5
Rabepk
Fbxw2
Psmd5
Cntrl
Rab14
Gsn
Stom
Dab2ip
Ndufa8
Rbm18
Mrrf
Pdcl
Rc3h2
Zbtb6
Zbtb26
Rabgap1
Strbp
Gpr21
Crb2
Dennd1a
Lhx2
Gm27197
Gm13589
Nek6
Psmb7
Nr6a1
Nr6a1os
Wdr38
Rpl35
Arpc5l
Golga1
Scai
Ppp6c
Lrp1b
Arhgap15
Gtdc1
Zeb2
Zeb2os
Acvr2a
Orc4
Mbd5
Epc2
Kif5c
Lypd6b
Lypd6
Mmadhc
Gm13483
Rnd3
Rbm43
Nmi
Tnfaip6
Rif1
Arl5a
A430018G15Rik
Cacnb4
Stam2
Fmnl2
Prpf40a
Arl6ip6
Rprm
Galnt13
Kcnj3
Nr4a2
Gpd2
Acvr1c
Acvr1
Upp2
Ccdc148
Pkp4
Dapl1
Tanc1
Wdsub1
Baz2b
March7
Cd302
Ly75
Rbms1
Tank
Psmd14
Gca
Kcnh7
Fign
Grb14
Cobll1
Scn3a
Scn2a
Csrnp3
Ttc21b
Scn1a
Scn9a
B3galt1
Stk39
Cers6
Spc25
Lrp2
Bbs5
Fastkd1
Ppig
Ccdc173
Phospho2
Klhl23
Ssb
Mettl5
Mettl5os
Ubr3
Erich2
Gorasp2
Tlk1
Mettl8
Dcaf17
Dync1i2
Slc25a12
Hat1
Metap1d
Dlx1
Dlx2
Itga6
Gm13663
Pdk1
Rapgef4
Map3k20
Cdca7
Sp3
Sp3os
Ola1
Cir1
Scrn3
Gpr155
D230022J07Rik
Wipf1
Chrna1os
Chn1
Atf2
Atp5g3
Lnpk
Mtx2
Hnrnpa3
Nfe2l2
Agps
Ttc30b
Ttc30a1
Rbm45
Osbpl6
Prkra
Fkbp7
Plekha3
Ttn
Ccdc141
Sestd1
Zfp385b
Cwc22
Ube2e3
Itga4
Cerkl
Neurod1
Itprid2
Ppp1r1c
Dnajc10
Frzb
Nckap1
Dusp19
Nup35
Zfp804a
Zc3h15
Itgav
Fam171b
Tfpi
Ctnnd1
Selenoh
Tmx2
Med19
Zdhhc5
Clp1
Ypel4
Gm19426
Serping1
Ube2l6
Timm10
Slc43a1
Slc43a3
P2rx3
Ssrp1
Tnks1bp1
Lrrc55
Olfr1124
Olfr1256
Ptprj
Nup160
Fnbp4
Mtch2
C1qtnf4
Ndufs3
Kbtbd4
Ptpmt1
Celf1
Rapsn
Gm13778
Psmc3
Slc39a13
Madd
Nr1h3
Acp2
Ddb2
Pacsin3
Arfgap2
1110051M20Rik
Lrp4
Ckap5
F2
Zfp408
Arhgap1
Atg13
Harbi1
Ambra1
Mdk
Dgkz
Phf21a
Pex16
Mapk8ip1
Cry2
Slc35c1
Chst1
Syt13
Prdm11
Trp53i11
Tspan18
Cd82
Ext2
Accs
Gm13889
Alkbh3
Hsd17b12
Mir670hg
Ttc17
2810002D19Rik
Api5
Lrrc4c
B230118H07Rik
Traf6
Prr5l
Commd9
Ldlrad3
Trim44
Fjx1
Slc1a2
Cd44
Pdhx
Apip
Cat
Abtb2
Nat10
Caprin1
Lmo2
Fbxo3
Cd59b
Cd59a
D430041D05Rik
Hipk3
Platr14
Cstf3
Tcp11l1
Depdc7
Qser1
Ccdc73
Eif3m
Rcn1
Pax6os1
Paupar
Pax6
Elp4
Immp1l
Dnajc24
BB218582
Mpped2
Arl14ep
Kcna4
Mettl15
Kif18a
Bdnf
Lin7c
Lgr4
Ccdc34
Ano3
Lpcat4
Nop10
Slc12a6
Emc4
Katnbl1
Emc7
Aven
Ryr3
Fmn1
Grem1
Scg5
Arhgap11a
Gjd2
Aqr
Zfp770
Dph6
Gm13974
BC052040
Meis2
2700033N17Rik
Spred1
Fam98b
Fsip1
Eif2ak4
Srp14
Bub1b
Pak6
Inafm2
Disp2
Knstrn
Ivd
Bahd1
Ccdc32
Rpusd2
Knl1
Rad51
Rmdn3
Dnajc17
Zfyve19
Vps18
Gm14207
Dll4
Chac1
Ino80
Chp1
Oip5os1
Oip5
Nusap1
Ndufaf1
Rtf1
Rpap1
Tyro3
Mga
Mapkbp1
Jmjd7
Pla2g4b
Ehd4
Vps39
Tmem87a
Ganc
Capn3
Zfp106
Snap23
Lrrc57
Haus2
Stard9
Cdan1
Ttbk2
Ubr1
Tmem62
Ccndbp1
Lcmt2
Adal
Zscan29
Tubgcp4
Trp53bp1
Map1a
Ppip5k1
Ckmt1
Catsper2
Pdia3
Serinc4
Serf2
Hypk
Mfap1b
Mfap1a
Wdr76
Frmd5
Casc4
Ctdspl2
Eif3j1
Spg11
B2m
Sord
Shf
Gatm
Slc30a4
Bloc1s6os
Bloc1s6
Sema6d
Slc24a5
Myef2
Dut
Fbn1
Cep152
Shc4
Eid1
Secisbp2l
Cops2
Galk2
Dtwd1
Gabpb1
Gm27003
Usp8
Usp50
Trpm7
Sppl2a
Ap4e1
Blvra
Ncaph
Itpripl1
1810024B03Rik
Snrnp200
Ciao1
Tmem127
Stard7
Fahd2a
Kcnip3
Zfp661
Mrps5
Nphp1
Mtln
Bub1
Bcl2l11
Morrbid
Anapc1
Tmem87b
Fbln7
Zc3h8
Gm10762
Zc3h6
Ttl
Polr1b
Chchd5
Slc20a1
Ckap2l
Gm14023
Sirpa
Stk35
Snrpb
Nop56
Idh3b
Cpxm1
Pced1a
Vps16
Ptpra
Mrps26
Ubox5
Fastkd5
Ddrgk1
Itpa
4930402H24Rik
A730017L22Rik
Atrn
Hspa12b
1700037H04Rik
Spef1
Cenpb
Cdc25b
Ap5s1
Mavs
Pank2
Rnf24
Smox
5330413P13Rik
Prnp
Rassf2
Slc23a2
Tmem230
Pcna
AV099323
Cds2
Prokr2
Gpcpd1
Shld1
Chgb
Trmt6
Mcm8
Crls1
Tmx4
Plcb1
Plcb4
Pak7
Ankef1
Snap25
Mkks
Slx4ip
Jag1
Btbd3
Tasp1
Esf1
Ndufaf5
Macrod2
Flrt3
Kif16b
Snrpb2
Pcsk2os1
Pcsk2
Dstn
Rrbp1
Snx5
Mgme1
Kat14
Dzank1
Polr3f
Rbbp9
Sec23b
Smim26
Dtd1
Slc24a3
Rin2
Naa20
Crnkl1
Insm1
Ralgapa2
Kiz
Xrn2
Nxt1
Gzf1
Napb
Cst3
Gm14133
Syndig1
Zfp120
Zfp937
3300002I08Rik
Gm10130
Zfp442
Apmap
Entpd6
Pygb
Abhd12
Gins1
Ninl
Nanp
Nsfl1c
Gm14167
Fkbp1a
Snph
Tmem74b
Psmf1
Fam110a
AA387200
Scrt2
Srxn1
Csnk2a1
Tbc1d20
Rbck1
Trib3
Nrsn2
Sox12
Zcchc3
H13
Mcts2
Id1
Cox4i2
Bcl2l1
Tpx2
Ttll9
Pdrg1
Tm9sf4
Tspyl3
Plagl2
Pofut1
Kif3b
2500004C02Rik
Asxl1
Nol4l
Commd7
Dnmt3b
Mapre1
Cdk5rap1
Cbfa2t2
Necab3
E2f1
Pxmp4
Zfp341
Chmp4b
Raly
Eif2s2
Ahcy
Itch
Dynlrb1
Map1lc3a
Pigu
Trp53inp2
Ncoa6
Ggt7
Acss2
Gss
Trpc4ap
Edem2
Mmp24
BC029722
Eif6
Uqcc1
Cep250
Ergic3
Spag4
Cpne1
Nfs1
Romo1
Rbm39
Phf20
Cnbd2
2900097C17Rik
Epb41l1
Aar2
Dlgap4
4930405A21Rik
Myl9
Tgif2
5430405H02Rik
Rab5if
Ndrg3
Dsn1
Soga1
Samhd1
Rbl1
Rpn2
Ghrh
Manbal
Src
Gm14286
Blcap
Nnat
Ctnnbl1
Vstm2l
Tti1
Rprd1b
Tgm2
D630003M21Rik
Snhg17
Snhg11
Ralgapb
Gm14204
Slc32a1
Actr5
Ppp1r16b
Fam83d
Dhx35
Mafb
Gm14222
Top1
Plcg1
Zhx3
Chd6
Gm45447
Ptprt
Srsf6
Ift52
Mybl2
Gm11454
Tox2
Oser1
2900093K20Rik
Gdap1l1
Fitm2
Ttpal
Serinc3
Pkig
Gm16316
Ada
Rims4
Ywhab
Pabpc1l
Tomm34
Stk4
Sdc4
Sys1
Dbndd2
Pigt
Wfdc2
Dnttip1
Ube2c
Snx21
Acot8
Zswim3
Zswim1
Neurl2
Ctsa
Pltp
Pcif1
Zfp335
Zfp335os
Slc12a5
Ncoa5
Slc35c2
Elmo2
Zfp663
Zfp334
Trp53rka
Eya2
Zmynd8
Ncoa3
Sulf2
Prex1
Trp53rkb
Arfgef2
Cse1l
Stau1
Ddx27
Znfx1
Zfas1
Kcnb1
Ptgis
B4galt5
Slc9a8
Spata2
Rnf114
Ube2v1
Tmem189
Ptpn1
Pard6b
Adnp
Dpm1
Atp9a
Sall4
Zfp64
Tshz2
Zfp217
Pfdn4
Dok5
Fam210b
Aurka
Cstf1
Rtf2
Tfap2c
Bmp7
Rae1
Rbm38
Pmepa1
Rab22a
Vapb
Stx16
Npepl1
Gnasas1
Gnas
Gm20721
Nelfcd
Ctsz
Atp5e
Prelid3b
Gm14399
Gm14443
Gm4631
Zfp968
Zfp965
Gm6710
Zfp966
Zfp973
Gm14305
Gm14295
Gm14296
Gm14419
Gm14410
Gm14418
Zfp970
Gm14403
Gm14322
Gm14325
Gm14327
Gm14326
Zfp971
Zfp931
Phactr3
Fam217b
Cdh4
Taf4
4921531C22Rik
Lsm14b
Psma7
Ss18l1
Mtg2
Osbpl2
Adrm1
Rps21
Cables2
B230312C02Rik
Slco4a1
Mrgbp
Ogfr
Col9a3
Dido1
Gid8
Ythdf1
Nkain4
Arfgap1
Chrna4
Kcnq2
Eef1a2
Ppdpf
Gmeb2
Stmn3
Rtel1
Arfrp1
Zgpat
Zbtb46
Tpd52l2
Dnajc5
Uckl1
Zfp512b
Prpf6
Samd10
Tcea2
Rgs19
Oprl1
Myt1
Pcmtd2
Polr3k
2700069I18Rik
Zfhx4
Pex2
Gm8797
Pkia
Zc2hc1a
Stmn2
Hey1
C230057A21Rik
Mrps28
Tpd52
Zbtb10
Zfp704
Pag1
Fabp5
Impa1
Zfand1
Snx16
Gm2464
Ralyl
Lrrcc1
E2f5
Rbis
Car3
Car2
Ythdf3
Gm30340
Mir124-2hg
Bhlhe22
Cyp7b1
Armc1
Mtfr1
Pde7a
Cp
Hps3
Hltf
Gyg
Tbl1xr1
Nlgn1
Gm37573
A830092H15Rik
Ect2
Nceh1
Fndc3b
Tnik
1700112D23Rik
Eif5a2
Rpl22l1
Egfem1
Mecom
Actrt3
Mynn
Lrrc34
Sec62
Phc3
Prkci
Skil
Cldn11
Slc7a14
Kcnmb2
Zmat3
Pik3ca
Zfp639
Mfn1
Gnb4
Actl6a
Mrpl47
Ndufb5
Usp13
Pex5l
Ttc14
Ccdc39
Fxr1
Dnajc19
Sox2ot
Sox2
Atp11b
Dcun1d1
Mccc1
Acad9
Zfp267
Qrfpr
Anxa5
Exosc9
Ccna2
Bbs7
4932438A13Rik
Il2
Cetn4
Bbs12
Nudt6
Spata5
Spry1
Gm5148
Ankrd50
Fat4
Intu
Hspa4l
Plk4
Mfsd8
Abhd18
6430590A07Rik
Larp1b
Pgrmc2
Jade1
Sclt1
D3Ertd751e
2610316D01Rik
Pcdh10
Pabpc4l
Pcdh18
Slc7a11
Noct
Elf2
Mgarp
Ndufc1
Naa15
Rab33b
Setd7
Maml3
Gm30074
Foxo1
Cog6
Lhfp
Nhlrc3
Proser1
Frem2
Ufm1
Trpc4
Supt20
Exosc8
Alg5
Rfxap
Sertm1
Spg20
Dclk1
Nbea
Mab21l1
Wwtr1
Commd2
Rnf13
Pfn2
Tsc22d2
Serp1
Eif2a
Selenot
Siah2
Clrn1
Med12l
P2ry14
Igsf10
Mbnl1
Rap2b
Arhgef26
Dhx36
Plch1
E130311K13Rik
Slc33a1
Gmps
Kcnab1
Ssr3
Tiparp
Lekr1
Ccnl1
Gm37305
Shox2
Rsrc1
Mlf1
Gfm1
Lxn
Mfsd1
Schip1
Ift80
Smc4
Trim59
Kpna4
Ppm1l
B3galnt1
Nmd3
Slitrk3
Bche
Pdcd10
Serpini1
Golim4
Fstl5
Rapgef2
Fnip2
Ppid
Etfdh
4930579G24Rik
Tmem144
Gria2
Glrb
Pdgfc
Ctso
Gucy1b1
Gucy1a1
Map9
Plrg1
Sfrp2
Gm26771
Tlr2
Tmem131l
Mnd1
Trim2
Fhdc1
Arfip1
Fbxw7
Gm15535
Gatb
Glt28d2
Sh3d19
Rps3a1
Lrba
Mab21l2
Dclk2
Cd1d1
Kirrel
Etv3
Arhgef11
Ntrk1
Prcc
Hdgf
Mrpl24
Rrnad1
Isg20l2
Crabp2
Nes
Gpatch4
Naxe
Iqgap3
Mef2d
1700113A16Rik
Tsacc
Cct3
Glmp
Tmem79
Smg5
Pmf1
Slc25a44
Sema4a
Lmna
Gm37584
Mex3a
Lamtor2
Ubqln4
Ssr2
Arhgef2
Khdc4
Rit1
Gm17146
Syt11
1500004A13Rik
Gon4l
Msto1
Dap3
Ash1l
Rusc1
Fdps
Hcn3
Clk2
Scamp3
Fam189b
Gba
Mtx1
Thbs3
Trim46
Krtcap2
Dpm3
Slc50a1
Efna1
Efna3
Efna4
Adam15
Zbtb7b
Gm15417
Flad1
Cks1b
Shc1
Pygo2
Pbxip1
Pmvk
Adar
Chrnb2
4632404H12Rik
Ube2q1
Atp8b2
Hax1
Ubap2l
4933434E20Rik
1700094D03Rik
Tpm3
Rps27
Rab13
Jtb
Creb3l4
Slc39a1
Crtc2
Dennd4b
Gatad2b
Slc27a3
Ints3
Ilf2
Snapin
Chtop
S100a1
S100a13
S100a16
S100a6
Gm35439
Gm9774
S100a11
S100a10
Them4
Lingo4
1700040D17Rik
Tdrkh
Gm42463
Oaz3
Mrpl9
Riiad1
Celf3
Snx27
Gm43773
Gm43774
Gm43768
Tuft1
Gm15234
Cgn
Pogz
Psmb4
Selenbp1
Rfx5
Pi4kb
A730011C13Rik
Gm15265
Zfp687
Psmd4
Pip5k1a
Vps72
Scnm1
Lysmd1
Sema6c
Gabpb2
Gm16740
Mllt11
Cdc42se1
Prune1
Mindy1
6330562C20Rik
Cers2
Setdb1
Arnt
Golph3l
Ensa
Mcl1
Ecm1
Tars2
Rprd2
Prpf3
Mrps21
C920021L13Rik
Ciart
Aph1a
Car14
Anp32e
Plekho1
Vps45
Otud7b
Mtmr11
Gm17690
Sf3b4
Sv2a
Bola1
Hist2h2ac
Hist2h2be
Hist2h2aa1
Hist2h4
Hist2h2bb
Platr30
Hjv
Gm15441
Txnip
Polr3gl
Lix1l
Rbm8a
Pex11b
Pias3
Nudt17
Polr3c
Rnf115
Gpr89
Acp6
Bcl9
Chd1l
Prkab2
Pde4dip
Sec22b
Notch2
Phgdh
Zfp697
Wars2
Wdr3
Gdap2
Man1a2
Gm43466
Gm42869
Gm43462
Trim45
Ttf2
Ptgfrn
Igsf3
Gm42939
Gm42938
Atp1a1
Gm42941
Slc22a15
Nhlh2
Vangl1
Tspan2
Sike1
Csde1
Nras
Gm43062
Dennd2c
Bcas2
Trim33
Gm43061
Syt6
Olfml3
Hipk1
Gm43149
Gm43387
Dclre1b
Ap4b1
Rsbn1
Phtf1os
Phtf1
Magi3
Gm42696
9530097N15Rik
Gm42699
Gm42702
Gm42701
Gm43258
Gm43259
Gm43260
Lrig2
Gm43696
A530041M06Rik
4930509H03Rik
Slc16a1
Gm43581
Rhoc
Mov10
Capza1
Gm42658
Gm42659
St7l
Cttnbp2nl
Kcnd3
Gm43847
Ddx20
Inka2
